2026-06-30 13:57:17 | INFO     | src/logging_config.py:153 | 日志系统初始化完成，日志目录: .
2026-06-30 13:57:17 | INFO     | src/logging_config.py:154 | 常规日志: stock_analysis_20260630.log
2026-06-30 13:57:17 | INFO     | src/logging_config.py:155 | 调试日志: stock_analysis_debug_20260630.log
2026-06-30 13:57:17 | INFO     | main.py:745 | ============================================================
2026-06-30 13:57:17 | INFO     | main.py:746 | A股自选股智能分析系统 启动
2026-06-30 13:57:17 | INFO     | main.py:747 | 运行时间: 2026-06-30 13:57:17
2026-06-30 13:57:17 | INFO     | main.py:748 | ============================================================
2026-06-30 13:57:17 | INFO     | src/webui_frontend.py:230 | 前端构建检查结果: needs_install=False, needs_build=True, artifact=/Users/taurus/developer/outlets/gp/static/index.html
2026-06-30 13:57:17 | INFO     | src/webui_frontend.py:111 | 执行前端命令: /Users/taurus/.nvm/versions/node/v24.13.1/bin/npm run build
2026-06-30 13:57:21 | ERROR    | src/webui_frontend.py:117 | 前端命令执行失败（exit_code=2）: /Users/taurus/.nvm/versions/node/v24.13.1/bin/npm run build
2026-06-30 13:57:21 | WARNING  | main.py:784 | 前端静态资源未就绪，继续启动 FastAPI 服务（Web 页面可能不可用）
2026-06-30 13:57:21 | INFO     | main.py:623 | FastAPI 服务已启动: http://0.0.0.0:8000
2026-06-30 13:57:21 | INFO     | main.py:796 | 模式: 仅 Web 服务
2026-06-30 13:57:21 | INFO     | main.py:797 | Web 服务运行中: http://0.0.0.0:8000
2026-06-30 13:57:21 | INFO     | main.py:798 | 通过 /api/v1/analysis/analyze 接口触发分析
2026-06-30 13:57:21 | INFO     | main.py:799 | API 文档: http://0.0.0.0:8000/docs
2026-06-30 13:57:21 | INFO     | main.py:800 | 按 Ctrl+C 退出...
2026-06-30 13:57:21 | DEBUG    | /opt/homebrew/lib/python3.11/site-packages/httpcore/_trace.py:47 | connect_tcp.started host='127.0.0.1' port=1082 local_address=None timeout=5 socket_options=None
2026-06-30 13:57:21 | DEBUG    | /opt/homebrew/lib/python3.11/site-packages/httpcore/_trace.py:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x1101e7f90>
2026-06-30 13:57:21 | DEBUG    | /opt/homebrew/lib/python3.11/site-packages/httpcore/_trace.py:47 | send_request_headers.started request=<Request [b'CONNECT']>
2026-06-30 13:57:21 | DEBUG    | /opt/homebrew/lib/python3.11/site-packages/httpcore/_trace.py:47 | send_request_headers.complete
