2026-06-03 09:23:30 | INFO     | src\logging_config.py:153 | 日志系统初始化完成，日志目录: .
2026-06-03 09:23:30 | INFO     | src\logging_config.py:154 | 常规日志: stock_analysis_20260603.log
2026-06-03 09:23:30 | INFO     | src\logging_config.py:155 | 调试日志: stock_analysis_debug_20260603.log
2026-06-03 09:23:30 | INFO     | main.py:741 | ============================================================
2026-06-03 09:23:30 | INFO     | main.py:742 | A股自选股智能分析系统 启动
2026-06-03 09:23:30 | INFO     | main.py:743 | 运行时间: 2026-06-03 09:23:30
2026-06-03 09:23:30 | INFO     | main.py:744 | ============================================================
2026-06-03 09:23:30 | INFO     | src\webui_frontend.py:199 | 检测到可直接复用的前端静态产物，跳过运行时自动构建: E:\development\outlets\daily_stock_analysis\static\index.html
2026-06-03 09:23:30 | INFO     | main.py:621 | FastAPI 服务已启动: http://0.0.0.0:8000
2026-06-03 09:23:30 | INFO     | main.py:792 | 模式: 仅 Web 服务
2026-06-03 09:23:30 | INFO     | main.py:793 | Web 服务运行中: http://0.0.0.0:8000
2026-06-03 09:23:30 | INFO     | main.py:794 | 通过 /api/v1/analysis/analyze 接口触发分析
2026-06-03 09:23:30 | INFO     | main.py:795 | API 文档: http://0.0.0.0:8000/docs
2026-06-03 09:23:30 | INFO     | main.py:796 | 按 Ctrl+C 退出...
2026-06-03 09:23:30 | DEBUG    | C:\Users\Administrator\.pyenv\pyenv-win\versions\3.10.11\lib\asyncio\proactor_events.py:630 | Using proactor: IocpProactor
2026-06-03 09:23:31 | INFO     | C:\Users\Administrator\.pyenv\pyenv-win\versions\3.10.11\lib\site-packages\uvicorn\server.py:92 | Started server process [14056]
2026-06-03 09:23:31 | INFO     | C:\Users\Administrator\.pyenv\pyenv-win\versions\3.10.11\lib\site-packages\uvicorn\lifespan\on.py:48 | Waiting for application startup.
2026-06-03 09:23:31 | INFO     | C:\Users\Administrator\.pyenv\pyenv-win\versions\3.10.11\lib\site-packages\uvicorn\lifespan\on.py:62 | Application startup complete.
2026-06-03 09:23:31 | INFO     | C:\Users\Administrator\.pyenv\pyenv-win\versions\3.10.11\lib\site-packages\uvicorn\server.py:224 | Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
2026-06-03 09:23:31 | INFO     | src\storage.py:914 | 数据库初始化完成: postgresql+psycopg://dsa:dsa123@localhost:5435/daily_stock_analysis
2026-06-03 09:23:32 | INFO     | C:\Users\Administrator\.pyenv\pyenv-win\versions\3.10.11\lib\site-packages\uvicorn\protocols\http\httptools_impl.py:484 | 127.0.0.1:52552 - "GET /api/v1/history?page=1&limit=20&start_date=2026-05-04&end_date=2026-06-03 HTTP/1.1" 200
2026-06-03 09:23:34 | INFO     | src\services\task_queue.py:178 | [TaskQueue] 初始化完成，最大并发: 3
2026-06-03 09:23:34 | INFO     | src\config.py:1585 | LLM channel 'comet': 3 model(s), 1 key(s)
